,alpha,beta,count_entropy,crossing_points,entropy,flat_spots,frequency,hurst,intervals_mean,intervals_sd,lumpiness,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,arch_lm,x_pacf5,diff1x_pacf5,diff2x_pacf5,sparsity,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,unitroot_kpss,unitroot_pp
nn5_43,5.544615520102732e-07,8.751051313804996e-08,-36129.89986933778,241.0,0.6828325488978033,5.0,1.0,0.7284156593056283,65.0909090909091,48.18392791264437,0.0025796268109814,0.3193381938978009,0.1571355230945065,-0.35,0.185,-0.5925925925925926,0.4098079561042523,0.1409437331588763,0.104185493369823,0.2860275903944946,0.761808421852057,0.0205198358413132,0.0035996955859969,0.0,1.0,0.0063839430446338,3.404697589506251e-08,0.055699274269929,0.1392793517638767,0.3149857366251526,0.150876721084755,0.0818045751421836,-492.0225771044893
nn5_44,1.496737867431689e-08,6.474865927032874e-10,-32342.94470196011,259.0,0.7852367066331827,5.0,1.0,0.5833397901323396,59.583333333333336,58.72812294158927,0.0028678335870116,0.2970847722728708,0.1831082662676272,-0.3181818181818182,0.1900826446280991,-0.5689655172413793,0.4191438763376932,0.1567638626832057,0.1101118766554629,0.3478045318823821,0.8016080928244208,0.0218878248974008,0.0042351598173515,0.0,1.0,0.0053926257537977,3.614229587918664e-08,0.0137775386103261,0.0896084456223186,0.2932965362509287,0.1746634675088786,0.0697019824860578,-510.2400083522343
nn5_45,0.0234289076630852,5.695205324869303e-14,-32070.095108042457,281.0,0.7296926436129877,4.0,1.0,0.7871256583080141,65.27272727272727,44.45467559006793,0.0020271717684198,0.2168168855634798,0.0753564214334683,-0.35,0.16,-0.5740740740740741,0.3425925925925925,0.069420701200955,0.0521021667060458,0.3543831925378393,0.8210821400298275,0.0177838577291381,0.0025951293759512,0.0,1.0,0.0122357328094768,2.9630416909767203e-08,-0.0111484641017519,0.135515559217357,0.2071394369056393,0.0698965769593771,0.0906357485488053,-537.9768916778118
nn5_46,1.4901161193847656e-08,5.120002341840213e-12,-68475.87048261693,229.0,0.7057048219205265,5.0,1.0,0.8658657168985009,37.36842105263158,37.98714771883861,0.0030038333615198,0.1174645685329487,0.0459467711151061,-0.4444444444444445,0.2476851851851852,-0.6442307692307693,0.4899223372781066,0.0497710923352108,0.0168553401247729,0.4083009014193144,0.9068325037149068,0.0287277701778385,0.0037442922374429,0.0,1.0,0.0085409425299155,4.548067603028219e-08,0.069356101438916,0.092808096413698,0.1098443017865553,0.0425316975853287,0.0737079186234222,-635.5967683259604
nn5_47,0.0395916182008435,8.545476419468378e-09,-53071.87489734608,241.0,0.7122636140702022,5.0,1.0,0.9261693991806887,35.4,37.23665426770551,0.0033037375274818,0.1470324449637269,0.055143571563454,-0.3947368421052631,0.1821329639889196,-0.6037735849056604,0.3835884656461374,0.0481857410504525,0.0265278259911056,0.3953262410716306,0.8652353003522236,0.0314637482900136,0.0041324200913242,0.0,1.0,0.0194721314961634,4.7659517972270586e-08,-0.1390238417860576,0.1902908604624905,0.1300498317266048,0.0509698875613893,0.2547842192890854,-580.7214479554887
nn5_48,0.0011734157793519,3.856485198825178e-07,-39706.74706535597,247.0,0.7039849288696471,5.0,1.0,0.8715400335686077,80.0,68.88214572732183,0.0018339534359321,0.2615952617833603,0.1102920414482685,-0.3125,0.16015625,-0.5476190476190476,0.3214285714285713,0.1095089328813012,0.0770659251961087,0.3353658994816819,0.778645714958276,0.015047879616963,0.0024086757990867,0.0,1.0,0.0202784200814133,2.4885578167559376e-08,-0.0837609700667022,0.1263367806886385,0.246346562163391,0.0988720533089175,0.1936732162292921,-502.0636442553929
nn5_49,0.0181928265992686,0.0,-47905.63620639479,224.0,0.724366741533332,5.0,1.0,0.7527559923143201,41.70588235294117,34.79720661540656,0.0032546460717439,0.250117828779129,0.0977369071797795,-0.40625,0.189453125,-0.6222222222222223,0.4119753086419754,0.0850009404467593,0.0675071368893975,0.3404565805429068,0.8559215116214336,0.0300957592339261,0.0060235920852359,0.0,1.0,0.0086015735155182,4.726572902239024e-08,0.0290162743900432,0.1295143709399355,0.2436079037275642,0.090969617733537,0.0759781840547905,-571.1987192258227
nn5_5,0.0599683413732684,0.0,-39400.15266289245,261.0,0.6971946826158854,4.0,1.0,0.9461982559320834,65.27272727272727,62.80141862902606,0.0021984986000714,0.2168168855634799,0.118693288904764,-0.35,0.185,-0.5740740740740741,0.3617969821673525,0.0981358435859586,0.0521021667060458,0.3543831925378393,0.8006991504735363,0.0177838577291381,0.002872907153729,0.0,1.0,0.0134718354098853,2.94042997344604e-08,-0.1167977125262857,0.146286018191044,0.2061111504908471,0.1097253052244392,0.1943305807185232,-536.2060123111956
nn5_50,1.4940853140789324e-08,6.157418988412846e-14,-27072.48891453006,245.0,0.7327334650779727,5.0,1.0,0.597815607383813,37.1578947368421,47.415730111306985,0.0039528722024916,0.2544558077529714,0.0838855957401005,-0.3333333333333333,0.1705246913580246,-0.5520833333333333,0.3350694444444443,0.086847191788726,0.0762170952669661,0.3419784012461855,0.8375425114212689,0.0341997264021887,0.0050608828006088,0.0,1.0,0.0222959523321473,5.060415307086082e-08,-0.2243109966096114,0.1205383263497155,0.2374734616013014,0.0688005183158438,0.243630716446961,-538.0430157410574
nn5_51,0.0050965026351718,0.0050312869187239,-60436.69541165969,267.0,0.6500622975626945,4.0,1.0,0.7207493005037353,37.0,36.03239283385622,0.0042878215607794,0.3314838191719177,0.1892700480083258,-0.25,0.1558641975308642,-0.5111111111111111,0.3062962962962962,0.1636073269440427,0.1272120567335755,0.3263753275743665,0.7156630220152767,0.0383036935704514,0.0062861491628614,0.0,1.0,0.0271868551088707,5.510356659965061e-08,-0.1136500500766736,0.0419758208469332,0.3129106107782834,0.1716221881022142,0.1239335517194181,-438.6326424098041
nn5_52,0.0218452679450239,0.0,-18511.07944338757,289.0,0.7671316220260119,5.0,1.0,0.667864029884921,37.26315789473684,36.62397834033988,0.0033037375274818,0.1919231352118232,0.0520864945611102,-0.3888888888888889,0.1774691358024691,-0.61,0.4069,0.0515677215533116,0.0394522767678687,0.3486110205009904,0.8451102550948583,0.0314637482900136,0.0041324200913242,0.0,1.0,0.0251695139473203,4.6635977408774246e-08,-0.4687891880960075,-0.1385056975800247,0.1710993035672287,0.0496990273026547,0.6980755785094818,-558.0039892220543
nn5_53,0.0182266960303563,3.9569917783611406e-16,-36955.981915619006,263.0,0.8079662278495305,5.0,1.0,0.6658293328804394,37.10526315789474,34.9839562225666,0.0038591521506285,0.2821099421384661,0.0946350740857635,-0.3055555555555556,0.154320987654321,-0.5319148936170214,0.3136034404708014,0.1007047659419562,0.0930540238437577,0.3164161659270212,0.8003295269380517,0.0355677154582763,0.0051027397260273,0.0,1.0,0.0116961145795584,5.3986027792143257e-08,-0.0267721349514615,0.1730134926222337,0.2737279891202873,0.0881361122831175,0.0521130410955722,-507.1068218810971
nn5_54,1.4902102344587233e-08,4.2118370378775135e-10,-14388.043724227944,253.0,0.7256420638101467,5.0,1.0,0.8247469045336083,65.27272727272727,59.610554282091535,0.0020271717684198,0.2168168855634798,0.0753564214334684,-0.35,0.16,-0.5740740740740741,0.3425925925925925,0.069420701200955,0.0521021667060458,0.3543831925378393,0.8210821400298275,0.0177838577291381,0.0025951293759512,0.0,1.0,0.0139904026380477,2.9392415756017367e-08,-0.1887134264461469,-0.0295703654482831,0.2057606416409665,0.0694675735824335,0.2202554301821628,-537.9768916778112
nn5_55,0.033824113814195,0.0,-22345.49046811128,303.0,0.7481446967733948,5.0,1.0,0.6942954239619847,44.4375,46.294663119341664,0.0032914294304451,0.2288644728816852,0.1046749980973147,-0.3333333333333333,0.1655555555555555,-0.5625,0.34171875,0.0912500289622756,0.0605896015765289,0.3322696628604905,0.7880287378228877,0.027359781121751,0.0042389649923896,0.0,1.0,0.0388395239770832,4.0347327588004e-08,0.1445666097575217,-0.2604842276611708,0.1978620213780951,0.0929734302045288,0.1637591218978543,-515.7261725855006
nn5_56,0.0221399081730289,2.9287606138567885e-15,-34677.140125581995,307.0,0.7539488819096362,4.0,1.0,0.7353338154497637,41.64705882352941,38.039356554216624,0.0035527650938609,0.2817045157080159,0.116027320961045,-0.3125,0.146484375,-0.5595238095238094,0.3347505668934239,0.107306720865489,0.086066442837358,0.3280727601369382,0.7764205650095533,0.0314637482900136,0.0049657534246575,0.0,1.0,0.0190389062663817,4.756453321189369e-08,0.2812181599195511,0.0937529211513222,0.2678431543858164,0.1072250753081862,0.2438902144751567,-490.3983983971778
nn5_57,0.0210594178504538,0.0036741044035105,-45042.18715600013,289.0,0.7337089437006094,5.0,1.0,0.6719467760614043,37.31578947368421,30.23804195523496,0.0030659845538079,0.156387863398952,0.0829947151440536,-0.3888888888888889,0.2175925925925926,-0.59,0.3944999999999999,0.075018475470052,0.0306977509916996,0.4157676929683142,0.8620442532010669,0.0300957592339261,0.0038013698630136,0.0,1.0,0.009215424485067,4.7209266327326514e-08,-0.2351568123959609,-0.0355344792645269,0.1485684305199595,0.0792334835559134,0.1556804489077249,-591.7354084474829
nn5_58,7.835198446182758e-08,1.4261853914832029e-08,-24324.82805023017,254.0,0.7221275781105747,5.0,1.0,0.5441919788627899,59.66666666666666,50.042406259515786,0.0023781874213127,0.2512748791864414,0.1164817947117746,-0.3181818181818182,0.1818181818181818,-0.5517241379310345,0.3537455410225921,0.108589423643815,0.0718557481006184,0.3587645924300838,0.7897237735376264,0.0205198358413132,0.0030441400304413,0.0,1.0,0.0125823205966322,3.359782792626392e-08,0.1016534348894281,0.1363513856642104,0.2417499192750379,0.1076131734263867,0.1671922599546726,-508.234006379333
nn5_59,0.1385040767501064,1.4542293739236194e-07,-39405.24236009384,248.0,0.8246168505087765,6.0,1.0,0.6160173156330496,55.07692307692308,39.55051946237356,0.0022051694007553,0.183211564475082,0.0538608472451606,-0.375,0.1666666666666666,-0.5909090909090908,0.3597337006427914,0.0502384362669556,0.0373550182515413,0.3700410961094924,0.8517615719292359,0.0205198358413132,0.0027663622526636,0.0,1.0,0.0136075290989303,3.343893330060449e-08,-0.0031704394206351,0.1580523904150146,0.171956555265397,0.049890361856869,0.1608235478071531,-563.1263965727665
nn5_6,1.4961556074952638e-08,0.0,-40663.03192778457,297.0,0.785725813306977,5.0,1.0,0.7605079654443491,47.46666666666667,46.85519740444515,0.0030759437773643,0.2434584680625925,0.0892401969193908,-0.3571428571428571,0.173469387755102,-0.5921052631578947,0.3867728531855955,0.0855824574959961,0.065299993373151,0.3305101763334886,0.813460139415812,0.0259917920656634,0.0041742770167427,0.0,1.0,0.0220268018508682,4.0406869154217145e-08,-0.0978094291087772,0.196428224101497,0.226463340848404,0.0784597752321845,0.1609118264068991,-531.9338934137777
nn5_60,0.0259967667620227,6.841019536392665e-15,-39215.39991064563,284.0,0.7029548239560938,5.0,1.0,0.729144184302869,72.0,56.95417261077346,0.0016641298833079,0.1692972819853805,0.0705215301484012,-0.3888888888888889,0.1820987654320988,-0.6,0.3763999999999999,0.0596044599927569,0.0310374304651067,0.3916645828291083,0.857085274146046,0.015047879616963,0.0021308980213089,0.0,1.0,0.0136624985438348,2.5287022402842584e-08,0.0387258544852325,0.079316476700458,0.157811469179327,0.0637595559665637,0.1024913194574573,-581.5552702578675
nn5_61,1.1613135057923993e-06,1.0894066160435949e-07,-46297.14908112149,265.0,0.6808058720397618,4.0,1.0,0.6769797837333276,30.608695652173918,23.65036830471392,0.0033196628896781,0.1538827196958181,0.042834559696771,-0.3863636363636363,0.1730371900826446,-0.5983606557377049,0.374092985756517,0.0425207657029266,0.030273433532873,0.398115983379854,0.8800091646880912,0.0369357045143638,0.0040296803652968,0.0,1.0,0.0106032211707791,5.567344694383003e-08,-0.0069095196084739,0.2821368334457557,0.1448701701631842,0.0408941062853247,0.1410609149100036,-571.7394352837869
nn5_62,1.4901161193847656e-08,1.206726856529581e-09,-26878.298697452305,253.0,0.638220015674173,6.0,1.0,0.7526743974584355,80.11111111111111,67.06795890073822,0.0015626585489599,0.1888853260879876,0.0877561022087295,-0.3749999999999999,0.1796874999999999,-0.5909090909090909,0.3677685950413223,0.0729174619743334,0.0385697559540758,0.3835660327113516,0.838327063586099,0.0136798905608755,0.0020319634703196,0.0,1.0,0.0082116309787013,2.3434747093555378e-08,-0.0350294285778942,0.0937345540331331,0.1821717498590696,0.0821602225868647,0.1021904450710103,-566.5926364393501
nn5_63,4.725248665314824e-05,3.0485512319248332e-09,-22313.76662599185,274.0,0.7064778759393319,8.0,1.0,0.7122455070712512,43.75,50.75365339887695,0.004760837702238,0.4946398784570093,0.5009253981034348,-0.3,0.1344444444444444,-0.5512820512820513,0.3328402366863905,0.2680108283877623,0.2638783697515097,0.2319099676317281,0.7797174551452127,0.042407660738714,0.0135882800608828,0.0,1.0,0.0293879538622269,5.8454008307368376e-08,0.1476176145011024,0.3604515804307234,0.4793831216818796,0.4288198872044895,0.1624256073578828,-403.17820408834143
nn5_64,0.0257153021700945,0.0066123453366855,-58551.29345795793,239.0,0.7117712261295013,5.0,1.0,0.5344651820436201,47.53333333333333,34.08993707127969,0.0026505158126162,0.2025523431156169,0.0618956103840085,-0.3928571428571428,0.173469387755102,-0.6153846153846154,0.4012163050624588,0.0562381701519761,0.0425966537422498,0.349689851844231,0.8510352691398061,0.0246238030095759,0.0035502283105022,0.0,1.0,0.0115935960920154,3.9411037489009845e-08,-0.1741159355007127,0.0848315746800802,0.1932270277385163,0.0573007571670099,0.2551845935262385,-561.4529122315007
nn5_65,1.7094416062243846e-06,3.619134511629842e-07,-55202.21168488942,231.0,0.6533959834652792,5.0,1.0,0.6663618811904024,47.46666666666667,41.12674949238662,0.0028681154518293,0.2434584680625926,0.0716598650339893,-0.3214285714285714,0.1428571428571428,-0.5540540540540541,0.3168371073776479,0.0745671790476245,0.0685390265384315,0.3253973338213019,0.8019942981897715,0.0259917920656634,0.0036187214611872,0.0,1.0,0.0153967238835505,4.0966829041392456e-08,-0.1414701645440736,0.0781840136941628,0.2316674785330225,0.0692571356251791,0.2336310600374646,-507.502949000578
nn5_66,1.5302764715185066e-05,6.591353124226694e-06,-68312.4414916888,311.0,0.8567908841396392,9.0,1.0,0.6206103116743052,39.22222222222222,39.35293629160652,0.0040253114606234,0.2958722383478723,0.1277401799866003,-0.2941176470588235,0.1583044982698961,-0.5454545454545455,0.3389721074380166,0.123949152649961,0.0967095555159913,0.2991079297060717,0.7372076924946931,0.0341997264021887,0.0056164383561643,0.0,1.0,0.0222725582505342,5.081657161712983e-08,-0.0531560108824915,-0.2218482748423137,0.2798998782054965,0.1204324413304467,0.093684379241167,-466.61334563298
nn5_67,0.068092511930854,8.06912098262231e-12,-99692.4793811605,231.0,0.8356855200206784,6.0,1.0,1.00151267812526,41.76470588235294,45.07012509934478,0.0033923840126275,0.2155195651794946,0.065223945451084,-0.34375,0.166015625,-0.5697674418604651,0.3561384532179558,0.0697631303557778,0.0536035383766408,0.3490979253031113,0.8306906200918475,0.0287277701778385,0.0045776255707762,0.0,1.0,0.0141973284121023,4.4745631758946154e-08,-0.0324687532182147,0.180656481161885,0.2042888937832978,0.0606677542724476,0.119697769176297,-542.2875112966415
nn5_68,0.0193853581321699,0.0,-39229.4843375604,289.0,0.7572573541989899,4.0,1.0,0.6587862503206753,59.75,38.08871223866725,0.0021180731721066,0.1989173016681617,0.0633909878430403,-0.3636363636363636,0.1632231404958677,-0.5833333333333334,0.3516666666666667,0.05875813740745,0.0438485527199303,0.3626203240669773,0.8375617251672297,0.0191518467852257,0.0026826484018264,0.0,1.0,0.0113141337016814,3.1691412505743125e-08,-0.1379371168065736,0.1190596349478698,0.1897740479028668,0.0590567730919887,0.1904758480111909,-551.6079713017969
nn5_69,0.0135464854519433,0.0,-37056.21328609156,255.0,0.7560066314223484,5.0,1.0,0.7953346836720768,59.66666666666666,55.52777082985895,0.0022051694007553,0.2512748791864414,0.0839078759042299,-0.3181818181818182,0.146694214876033,-0.5517241379310345,0.3177764565992865,0.0965510203392181,0.0718557481006184,0.3287255439937063,0.793246695413421,0.0205198358413132,0.0027663622526636,0.0,1.0,0.0132397805866081,3.340114595330617e-08,0.2117387480282887,-0.0303799713439074,0.2410405644262881,0.0794308981284836,0.2029460801747841,-506.33871693942666
nn5_7,0.025855430366751,2.983155438751748e-08,-49663.24355573468,256.0,0.6929841737196452,4.0,1.0,0.8258063720334381,41.70588235294117,43.38312561624962,0.0036329556344777,0.250117828779129,0.1233170892188924,-0.3749999999999999,0.1992187499999999,-0.6022727272727273,0.4203254132231405,0.1076577550613283,0.0651480923764333,0.3530855129175992,0.8113779436511658,0.0300957592339261,0.0057458143074581,0.0,1.0,0.0411951409775597,4.298644323478901e-08,-0.4183280207845073,-0.2813798095364172,0.218032754258635,0.1001237770582649,0.5941667454987125,-544.0189056613002
nn5_70,0.0593941548462083,0.0,-22032.789813961062,249.0,0.7701467164132364,5.0,1.0,0.723907903414749,65.18181818181819,56.16728261509218,0.0023181971926264,0.2717405732362031,0.1001174166544416,-0.35,0.15,-0.5925925925925926,0.3672839506172839,0.0904216194940801,0.0754594769023886,0.3140892673935848,0.7927371119000333,0.0191518467852257,0.003238203957382,0.0,1.0,0.0195021426207122,3.103103426764288e-08,0.175536761129693,0.0081145140625123,0.2572896279973664,0.0895398068985307,0.2453652870636567,-509.96370294552526
nn5_71,1.4901161193847656e-08,3.2028360916476745e-12,-27551.5448163604,241.0,0.7770396290551786,5.0,1.0,0.5348062885812299,50.71428571428572,87.38458636433508,0.0035323298945825,0.3626020601493135,0.1826549534938397,-0.2307692307692307,0.1582840236686391,-0.484375,0.284423828125,0.1772734590566177,0.1542128881273426,0.2902305708476739,0.708612792898955,0.0287277701778385,0.0054109589041095,0.0,1.0,0.0353320019973385,4.229337569225902e-08,-0.0485280333785449,-0.1969711845092758,0.3393400142298204,0.1540841362992443,0.1516241096418808,-430.4958450733776
nn5_72,2.884536888726453e-06,0.0,-32643.38014729086,286.0,0.7337811077277873,5.0,1.0,0.9901128426983538,54.92307692307692,52.23418666362343,0.00292162278971,0.2772783532017459,0.2439244258345552,-0.2916666666666667,0.2430555555555555,-0.5322580645161291,0.3842351716961499,0.1908105127285653,0.0935362232685473,0.3854176031706223,0.7506849927931091,0.0232558139534883,0.0040334855403348,0.0,1.0,0.007469613105943,3.781084753920485e-08,0.1613286052943737,0.1350324858732697,0.2718519969459071,0.2355591449434494,0.2490826787042729,-491.1714918443472
nn5_73,0.0199764389027948,0.0,-25046.82127820018,254.0,0.7256704555686648,5.0,1.0,0.833593422343554,33.666666666666664,33.24504975681843,0.0029984309525151,0.1383316854257245,0.0379402436941421,-0.4,0.180625,-0.6071428571428571,0.3809789540816326,0.0361794532022095,0.0241822231851266,0.3833833914753154,0.8792219371543321,0.0328317373461012,0.0036263318112633,0.0,1.0,0.0092141238632069,5.087996248919506e-08,0.1846077702617632,-0.1361927621025729,0.1303576721927613,0.0377134877755563,0.1685487348002891,-582.9689196323202
nn5_74,1.491128077554957e-08,6.598277053390644e-10,-40789.11796446786,304.0,0.6639078091264088,4.0,1.0,0.8172585447728172,59.75,56.34976002207511,0.0019457128361237,0.1989173016681616,0.0633909878430403,-0.3636363636363636,0.1632231404958677,-0.5833333333333334,0.3516666666666667,0.0587581374074497,0.0438485527199302,0.3626203240669773,0.8375617251672297,0.0191518467852257,0.0024048706240487,0.0,1.0,0.0105567587072377,3.1742853788378554e-08,-0.0914662565196425,0.0203581666324723,0.190384779071545,0.0592851761647954,0.1224440207939542,-551.6079713017976
nn5_75,0.0376437754742689,6.508785156090591e-16,-26104.385948486,319.0,0.7476152365231165,5.0,1.0,0.8133821138952804,65.27272727272727,64.73189462558766,0.0020271717684198,0.2168168855634798,0.1587637722537218,-0.35,0.23,-0.5740740740740741,0.4146090534979424,0.1317752159498503,0.0521021667060458,0.3543831925378393,0.7842064669871152,0.0177838577291381,0.0025951293759512,0.0,1.0,0.0169505855968958,2.9244776336317677e-08,-0.1098152720604272,-0.0257820904366846,0.2033917995365725,0.1475338098336011,0.1048310195492425,-534.4351329445778
nn5_76,1.4901161193847656e-08,0.0,-36745.46116655538,308.0,0.832311535374188,5.0,1.0,0.4856456440577453,47.4,62.89651364401232,0.0031147471672585,0.2802709426425853,0.1255982090024997,-0.3214285714285714,0.1556122448979591,-0.5675675675675675,0.3449598246895543,0.1108919199168131,0.0831102190247013,0.3183180471640957,0.7632164785744182,0.027359781121751,0.0039611872146118,0.0,1.0,0.0183695938497794,4.2248072604491394e-08,-0.1058277083665572,-0.2444079775847451,0.2666527087396992,0.1151410299475368,0.1792424657721962,-489.5196083124418
nn5_77,1.493277800400804e-08,0.0,-38951.55718060612,270.0,0.7852046616277333,5.0,1.0,0.5816751422578359,47.06666666666667,54.63837827893853,0.0043552342296634,0.4201215301325748,0.2374433892250983,-0.2857142857142857,0.1339285714285714,-0.5555555555555556,0.3441358024691358,0.1955362464123011,0.1775398927001222,0.227224850554832,0.7119888929484289,0.0341997264021887,0.0075608828006088,0.0,1.0,0.02713855646342,4.988475431116698e-08,-0.0681248111784345,0.1787495099932989,0.4039933071090208,0.2032928948406533,0.1462834538077678,-421.4662335116916
nn5_78,1.4901161193847656e-08,8.086681045755024e-10,-30450.76598039616,245.0,0.6690931260327098,5.0,1.0,0.5746405772401432,47.333333333333336,48.85644666727597,0.0035323298945825,0.3135745618260405,0.1260456419830666,-0.3214285714285714,0.1454081632653061,-0.5675675675675675,0.3398466033601168,0.1180432063239428,0.1011746669580874,0.2965290084010161,0.7697114650148906,0.0287277701778385,0.0054109589041095,0.0,1.0,0.0123966225234565,4.5209853249530436e-08,0.0183097215969444,-0.0056023697806713,0.3050081142381108,0.1182514766980844,0.0571401848568441,-481.97576822071807
nn5_79,0.0459443631485939,4.903137067857386e-10,-50362.55406672628,245.0,0.7979568632183583,5.0,1.0,0.6072399289660007,44.375,49.71233917918837,0.0034255031286994,0.2645470635027675,0.1112125801432071,-0.3333333333333333,0.1622222222222222,-0.575,0.3531249999999999,0.1055455957209536,0.0740923835323042,0.3248100484625296,0.7772872299874907,0.0287277701778385,0.004855403348554,0.0,1.0,0.0127289939367731,4.5086303588332884e-08,0.0683467085879018,0.0980012040599047,0.2551039427048094,0.1032127222744871,0.0987076247052023,-501.5404196004298
nn5_8,0.1889999174604925,0.0,-14048.804645099422,233.0,0.7563108459009604,6.0,1.0,0.6877205457589468,80.0,58.28164376542584,0.0018339534359321,0.2615952617833603,0.1102920414482685,-0.3125,0.15625,-0.5476190476190476,0.3214285714285713,0.1005993204865252,0.0770659251961087,0.3353658994816819,0.778645714958276,0.015047879616963,0.0024086757990867,0.0,1.0,0.0070584311464008,2.5660920698326577e-08,0.0079848239513354,0.1774496172004624,0.256360983407956,0.1055553398204857,0.107787557073194,-502.0636442553935
nn5_80,0.0264279632984056,0.0,-12460.563418569229,277.0,0.7660348283686791,5.0,1.0,0.9262464792060596,55.07692307692308,44.22002099061302,0.0022051694007553,0.183211564475082,0.0851596172239031,-0.375,0.1840277777777778,-0.5909090909090908,0.3725895316804407,0.072110918795187,0.0373550182515413,0.3700410961094924,0.833997599744193,0.0205198358413132,0.0027663622526636,0.0,1.0,0.0063641181797184,3.4228105505158185e-08,-0.005351005546875,0.0673881729038503,0.1780125072949015,0.082138845847026,0.0455040504822336,-561.825880771552
nn5_81,0.0148547662587574,0.0,-19540.5877737232,257.0,0.6783210578541622,5.0,1.0,0.8462101785688074,51.142857142857146,32.75516904094831,0.0022051694007553,0.1151482497637225,0.0353186842526059,-0.4230769230769231,0.2056213017751479,-0.6216216216216215,0.418371073776479,0.0343136025863587,0.0184852604796485,0.4277020035715885,0.9256371715024958,0.0205198358413132,0.0027663622526636,0.0,1.0,0.0100377866971684,3.3827673112021e-08,-0.0599092334266137,0.1737106081275365,0.1061680916475504,0.0317751967319684,0.1352801995461447,-635.0025063030033
nn5_82,0.0218305857828338,0.0044333291893172,-65820.48373555028,221.0,0.688310511950054,5.0,1.0,0.6383927678644684,39.22222222222222,26.06226832156709,0.0037723377867974,0.2958722383478722,0.1052627666376447,-0.2647058823529412,0.1392733564013841,-0.5116279069767442,0.2883991346673877,0.1148263720735662,0.1078321228047192,0.3063649926345614,0.7523672436008014,0.0341997264021887,0.004783105022831,0.0,1.0,0.0052531370591071,5.2933421341553734e-08,0.0012065922393021,0.2933580495745987,0.2921694201910004,0.1042901020261684,0.0520004112700856,-458.4622718867221
nn5_83,0.0243773423447228,4.322494122606238e-09,-29252.623118185224,275.0,0.8120666548097144,5.0,1.0,0.9498512415962634,54.76923076923077,46.02201257035203,0.0030441400304414,0.3515306147213742,0.1359896715181029,-0.25,0.1180555555555555,-0.5166666666666666,0.2805555555555555,0.1411000760371018,0.1361646025907993,0.2612434738466662,0.7147883504456463,0.0259917920656634,0.0038964992389649,0.0,1.0,0.0153890331358321,4.1023757397440236e-08,0.1580038040248587,0.1355181905526846,0.3414586601243187,0.1304936134299457,0.251634839667107,-429.68558818655777
nn5_84,2.194281869524408e-05,1.2151590851180835e-09,-27379.924080920413,308.0,0.6778496711000673,5.0,1.0,0.595394159556673,47.46666666666667,36.013621761507856,0.0026919029633387,0.2434584680625925,0.0775763888717066,-0.3571428571428571,0.1658163265306122,-0.5789473684210527,0.3559556786703601,0.0754046269561242,0.0631346199335732,0.3318102612735009,0.8391734610503958,0.0259917920656634,0.0033409436834094,0.0,1.0,0.0090961838053038,4.1812940081122674e-08,0.0004752093684099,0.1672756509601322,0.2365326586368075,0.0719926163867781,0.0617272855947204,-546.207417931647
nn5_85,0.0635436184522485,1.9798908059935282e-13,-26511.073315102265,267.0,0.750909989655842,6.0,1.0,0.8732586413498392,50.642857142857146,50.67787735045,0.0036085743277524,0.3907127768493944,0.1980765677380479,-0.2692307692307693,0.1553254437869823,-0.5151515151515151,0.3115243342516069,0.1765182414130659,0.1654826605518496,0.2608240695630553,0.7446435703439909,0.0300957592339261,0.0065791476407914,0.0,1.0,0.0277903320787071,4.47076445073883e-08,-0.36493227000974,-0.1631848976671706,0.3731302909598525,0.1671424227320254,0.2453849254019808,-447.0173946426387
nn5_86,0.0152236203493354,0.0,-44711.00900814962,249.0,0.6504382277325179,5.0,1.0,0.875539535944734,30.608695652173918,41.79902035654423,0.003905659845538,0.1538827196958181,0.1048912212016911,-0.3863636363636363,0.2019628099173553,-0.5983606557377049,0.3863208814834721,0.0855973148138483,0.030273433532873,0.4156557053701787,0.8426522288160394,0.0369357045143638,0.0051407914764079,0.0,1.0,0.0420308483343485,5.0610011497148745e-08,0.1132720504164544,-0.2990867518994435,0.1168529304515558,0.101154948148435,0.1773748001544542,-572.1418685382215
nn5_87,0.2364510595332337,0.0,-26466.09408168767,172.0,0.7022155971842112,8.0,1.0,0.6714308251099672,33.57142857142857,40.564234774702,0.0034584813123625,0.2023499857827651,0.0762631072148089,-0.35,0.191875,-0.5740740740740741,0.3846879286694101,0.0797165814202011,0.0497906031143643,0.3610478012910147,0.8199978112607736,0.0355677154582763,0.004269406392694,0.0,1.0,0.0228481783639529,5.223835079914002e-08,-0.2619343259983913,-0.2437679754988139,0.1835878800632417,0.0737215470330401,0.247871509426698,-539.1786208587365
nn5_88,0.2180257557684739,1.1573227035692692e-15,-15845.161060945862,184.0,0.6766427839447964,6.0,1.0,0.7699517808663989,59.75,48.59316263164453,0.0019457128361237,0.1989173016681617,0.0633909878430403,-0.3636363636363636,0.1632231404958677,-0.5833333333333334,0.3516666666666667,0.0587581374074498,0.0438485527199302,0.3626203240669773,0.8375617251672297,0.0191518467852257,0.0024048706240487,0.0,1.0,0.0123902640968895,3.164934693662248e-08,-0.0315462616218303,0.0542495667400599,0.1888733730282552,0.0587620505249758,0.0756368292726778,-551.6079713017979
